,country,year,age,sex,Average_suicides_per_capita
11477,Hungary,2000-01-01,35-54 years,male,79.37
21763,Saint Vincent and Grenadines,2001-01-01,75+ years,male,79.37
2085,Austria,2009-01-01,75+ years,male,79.3
15115,Lithuania,2000-01-01,75+ years,male,79.12
23995,Sri Lanka,2001-01-01,75+ years,male,79.1
26169,Ukraine,1995-01-01,35-54 years,male,79.07
2037,Austria,2005-01-01,75+ years,male,79.03
15401,Luxembourg,1992-01-01,75+ years,male,78.95
15293,Lithuania,2015-01-01,55-74 years,male,78.9
27231,Uruguay,1985-01-01,75+ years,male,78.89
3295,Belarus,1998-01-01,75+ years,male,78.85
6619,Croatia,2015-01-01,75+ years,male,78.85
22471,Singapore,1990-01-01,75+ years,male,78.84
21107,Russian Federation,2003-01-01,25-34 years,male,78.8
21823,Saint Vincent and Grenadines,2006-01-01,75+ years,male,78.8
11255,Guyana,2004-01-01,75+ years,male,78.79
26211,Ukraine,1998-01-01,75+ years,male,78.78
26193,Ukraine,1997-01-01,35-54 years,male,78.78
13387,Japan,1986-01-01,75+ years,male,78.77
23081,Slovenia,1998-01-01,55-74 years,male,78.7
11213,Guyana,2001-01-01,35-54 years,male,78.57
24845,Switzerland,2004-01-01,75+ years,male,78.56
2049,Austria,2006-01-01,75+ years,male,78.38
6857,Cuba,2010-01-01,75+ years,male,78.23
8509,Estonia,2007-01-01,75+ years,male,78.18
14995,Latvia,2011-01-01,75+ years,male,78.18
8593,Estonia,2014-01-01,75+ years,male,78.17
23215,Slovenia,2009-01-01,75+ years,male,78.15
11469,Hungary,1999-01-01,55-74 years,male,78.14
15119,Lithuania,2001-01-01,25-34 years,male,78.13
7263,Czech Republic,2003-01-01,75+ years,male,78.1
11345,Guyana,2012-01-01,35-54 years,male,78.05
3347,Belarus,2003-01-01,25-34 years,male,78.04
24007,Sri Lanka,2002-01-01,75+ years,male,78.03
20468,Republic of Korea,2004-01-01,75+ years,female,78.01
3583,Belgium,1996-01-01,75+ years,male,78.0
15187,Lithuania,2006-01-01,75+ years,male,77.95
13853,Kazakhstan,1999-01-01,55-74 years,male,77.91
11481,Hungary,2000-01-01,55-74 years,male,77.91
15277,Lithuania,2014-01-01,35-54 years,male,77.88
13843,Kazakhstan,1998-01-01,75+ years,male,77.85
15167,Lithuania,2005-01-01,25-34 years,male,77.77
21125,Russian Federation,2004-01-01,55-74 years,male,77.73
15253,Lithuania,2012-01-01,35-54 years,male,77.7
20981,Russian Federation,1992-01-01,55-74 years,male,77.66
8797,Finland,1991-01-01,75+ years,male,77.64
26091,Ukraine,1988-01-01,75+ years,male,77.63
22410,Singapore,1985-01-01,75+ years,female,77.55
11417,Hungary,1995-01-01,35-54 years,male,77.39
3367,Belarus,2007-01-01,75+ years,male,77.39
27399,Uruguay,2001-01-01,75+ years,male,77.33
24761,Switzerland,1997-01-01,75+ years,male,77.32
6629,Croatia,2016-01-01,75+ years,male,77.31
27447,Uruguay,2005-01-01,75+ years,male,77.29
26079,Ukraine,1987-01-01,75+ years,male,77.28
26205,Ukraine,1998-01-01,35-54 years,male,77.27
20528,Republic of Korea,2009-01-01,75+ years,female,77.22
24893,Switzerland,2008-01-01,75+ years,male,77.14
21133,Russian Federation,2005-01-01,35-54 years,male,77.09
6821,Cuba,2007-01-01,75+ years,male,77.05
13885,Kazakhstan,2002-01-01,35-54 years,male,76.94
24785,Switzerland,1999-01-01,75+ years,male,76.91
27495,Uruguay,2009-01-01,75+ years,male,76.86
26229,Ukraine,2000-01-01,35-54 years,male,76.85
23117,Slovenia,2001-01-01,55-74 years,male,76.77
26245,Ukraine,2001-01-01,55-74 years,male,76.65
3283,Belarus,1997-01-01,75+ years,male,76.62
23093,Slovenia,1999-01-01,55-74 years,male,76.62
23913,Sri Lanka,1986-01-01,15-24 years,male,76.6
26259,Ukraine,2002-01-01,75+ years,male,76.6
3607,Belgium,1998-01-01,75+ years,male,76.51
2145,Austria,2014-01-01,75+ years,male,76.4
27303,Uruguay,1993-01-01,75+ years,male,76.36
15303,Lithuania,2016-01-01,55-74 years,male,76.32
23129,Slovenia,2002-01-01,55-74 years,male,76.29
27279,Uruguay,1989-01-01,75+ years,male,76.29
23045,Slovenia,1995-01-01,55-74 years,male,76.23
3271,Belarus,1996-01-01,75+ years,male,76.23
21187,Russian Federation,2009-01-01,75+ years,male,76.21
23935,Sri Lanka,1996-01-01,75+ years,male,76.18
13909,Kazakhstan,2004-01-01,35-54 years,male,76.11
9289,France,2001-01-01,75+ years,male,76.06
13943,Kazakhstan,2007-01-01,25-34 years,male,76.05
21119,Russian Federation,2004-01-01,25-34 years,male,76.04
24869,Switzerland,2006-01-01,75+ years,male,75.94
11237,Guyana,2003-01-01,35-54 years,male,75.89
14911,Latvia,2004-01-01,75+ years,male,75.86
9313,France,2003-01-01,75+ years,male,75.83
11211,Guyana,2001-01-01,25-34 years,male,75.73
20409,Republic of Korea,1999-01-01,75+ years,male,75.72
11421,Hungary,1995-01-01,55-74 years,male,75.71
10573,Grenada,2005-01-01,75+ years,male,75.7
15281,Lithuania,2014-01-01,55-74 years,male,75.66
2121,Austria,2012-01-01,75+ years,male,75.59
21047,Russian Federation,1998-01-01,25-34 years,male,75.55
13849,Kazakhstan,1999-01-01,35-54 years,male,75.55
14881,Latvia,2002-01-01,35-54 years,male,75.54
9793,Germany,1996-01-01,75+ years,male,75.52
15199,Lithuania,2007-01-01,75+ years,male,75.5
27255,Uruguay,1987-01-01,75+ years,male,75.47
2061,Austria,2007-01-01,75+ years,male,75.46
13871,Kazakhstan,2001-01-01,25-34 years,male,75.43
13901,Kazakhstan,2003-01-01,55-74 years,male,75.41
17053,Montenegro,2008-01-01,75+ years,male,75.4
15247,Lithuania,2011-01-01,75+ years,male,75.34
11651,Hungary,2014-01-01,75+ years,male,75.28
13859,Kazakhstan,2000-01-01,25-34 years,male,75.24
19763,Puerto Rico,1991-01-01,75+ years,male,75.17
11259,Guyana,2005-01-01,25-34 years,male,75.09
6607,Croatia,2014-01-01,75+ years,male,75.07
11445,Hungary,1997-01-01,55-74 years,male,74.95
2097,Austria,2010-01-01,75+ years,male,74.87
13375,Japan,1985-01-01,75+ years,male,74.82
11489,Hungary,2001-01-01,35-54 years,male,74.77
3335,Belarus,2002-01-01,25-34 years,male,74.77
26217,Ukraine,1999-01-01,35-54 years,male,74.75
13897,Kazakhstan,2003-01-01,35-54 years,male,74.69
15203,Lithuania,2008-01-01,25-34 years,male,74.6
21199,Russian Federation,2010-01-01,75+ years,male,74.43
24833,Switzerland,2003-01-01,75+ years,male,74.39
11247,Guyana,2004-01-01,25-34 years,male,74.31
13783,Kazakhstan,1993-01-01,75+ years,male,74.25
20480,Republic of Korea,2005-01-01,75+ years,female,74.24
20491,Republic of Korea,2006-01-01,55-74 years,male,74.16
27315,Uruguay,1994-01-01,75+ years,male,74.14
15257,Lithuania,2012-01-01,55-74 years,male,74.09
7239,Czech Republic,2001-01-01,75+ years,male,74.06
13919,Kazakhstan,2005-01-01,25-34 years,male,73.91
20455,Republic of Korea,2003-01-01,55-74 years,male,73.83
23141,Slovenia,2003-01-01,55-74 years,male,73.83
7191,Czech Republic,1997-01-01,75+ years,male,73.81
3427,Belarus,2013-01-01,75+ years,male,73.8
3311,Belarus,2000-01-01,25-34 years,male,73.73
2157,Austria,2015-01-01,75+ years,male,73.71
21131,Russian Federation,2005-01-01,25-34 years,male,73.7
14049,Kiribati,1991-01-01,15-24 years,male,73.65
13963,Kazakhstan,2008-01-01,75+ years,male,73.62
6893,Cuba,2013-01-01,75+ years,male,73.62
26161,Ukraine,1994-01-01,55-74 years,male,73.57
15569,Luxembourg,2006-01-01,75+ years,male,73.54
23105,Slovenia,2000-01-01,55-74 years,male,73.53
27555,Uruguay,2015-01-01,75+ years,male,73.42
20515,Republic of Korea,2008-01-01,55-74 years,male,73.41
26271,Ukraine,2003-01-01,75+ years,male,73.38
9337,France,2005-01-01,75+ years,male,73.25
23939,Sri Lanka,1997-01-01,25-34 years,male,73.21
7203,Czech Republic,1998-01-01,75+ years,male,73.2
8419,Estonia,2000-01-01,35-54 years,male,73.13
11111,Guyana,1991-01-01,75+ years,male,73.12
13883,Kazakhstan,2002-01-01,25-34 years,male,73.12
3287,Belarus,1998-01-01,25-34 years,male,73.11
25443,Trinidad and Tobago,1995-01-01,75+ years,male,73.07
26157,Ukraine,1994-01-01,35-54 years,male,73.0
23981,Sri Lanka,2000-01-01,55-74 years,male,72.97
13399,Japan,1987-01-01,75+ years,male,72.96
13855,Kazakhstan,1999-01-01,75+ years,male,72.94
7227,Czech Republic,2000-01-01,75+ years,male,72.92
6905,Cuba,2014-01-01,75+ years,male,72.91
11441,Hungary,1997-01-01,35-54 years,male,72.87
15193,Lithuania,2007-01-01,35-54 years,male,72.86
23177,Slovenia,2006-01-01,55-74 years,male,72.83
13759,Kazakhstan,1991-01-01,75+ years,male,72.83
3233,Belarus,1993-01-01,55-74 years,male,72.77
20503,Republic of Korea,2007-01-01,55-74 years,male,72.72
8431,Estonia,2001-01-01,35-54 years,male,72.63
14887,Latvia,2002-01-01,75+ years,male,72.57
11517,Hungary,2003-01-01,55-74 years,male,72.57
9301,France,2002-01-01,75+ years,male,72.53
3439,Belarus,2014-01-01,75+ years,male,72.49
4807,Bulgaria,2006-01-01,75+ years,male,72.48
11374,Hungary,1991-01-01,75+ years,female,72.44
22651,Singapore,2005-01-01,75+ years,male,72.4
3403,Belarus,2010-01-01,75+ years,male,72.34
26127,Ukraine,1991-01-01,75+ years,male,72.26
11225,Guyana,2002-01-01,35-54 years,male,72.19
13411,Japan,1988-01-01,75+ years,male,72.19
11235,Guyana,2003-01-01,25-34 years,male,72.17
11501,Hungary,2002-01-01,35-54 years,male,72.1
26115,Ukraine,1990-01-01,75+ years,male,71.76
8435,Estonia,2001-01-01,55-74 years,male,71.72
15209,Lithuania,2008-01-01,55-74 years,male,71.71
3263,Belarus,1996-01-01,25-34 years,male,71.7
24289,Suriname,2008-01-01,35-54 years,male,71.7
20540,Republic of Korea,2010-01-01,75+ years,female,71.69
8581,Estonia,2013-01-01,75+ years,male,71.65
21137,Russian Federation,2005-01-01,55-74 years,male,71.6
23957,Sri Lanka,1998-01-01,55-74 years,male,71.53
19439,Portugal,1991-01-01,75+ years,male,71.42
20456,Republic of Korea,2003-01-01,75+ years,female,71.26
3365,Belarus,2007-01-01,55-74 years,male,71.22
7251,Czech Republic,2002-01-01,75+ years,male,71.2
11355,Guyana,2013-01-01,25-34 years,male,71.17
27291,Uruguay,1990-01-01,75+ years,male,71.15
14885,Latvia,2002-01-01,55-74 years,male,71.1
8749,Finland,1987-01-01,75+ years,male,71.07
11333,Guyana,2011-01-01,35-54 years,male,71.04
15289,Lithuania,2015-01-01,35-54 years,male,71.01
26403,Ukraine,2015-01-01,75+ years,male,70.96
21211,Russian Federation,2011-01-01,75+ years,male,70.94
21143,Russian Federation,2006-01-01,25-34 years,male,70.94
11357,Guyana,2013-01-01,35-54 years,male,70.82
7453,Denmark,1996-01-01,75+ years,male,70.79
13915,Kazakhstan,2004-01-01,75+ years,male,70.77
8557,Estonia,2011-01-01,75+ years,male,70.75
11457,Hungary,1998-01-01,55-74 years,male,70.74
13811,Kazakhstan,1996-01-01,25-34 years,male,70.7
26241,Ukraine,2001-01-01,35-54 years,male,70.64
3331,Belarus,2001-01-01,75+ years,male,70.63
15301,Lithuania,2016-01-01,35-54 years,male,70.62
9805,Germany,1997-01-01,75+ years,male,70.58
20504,Republic of Korea,2007-01-01,75+ years,female,70.58
23965,Sri Lanka,1999-01-01,35-54 years,male,70.52
23933,Sri Lanka,1996-01-01,55-74 years,male,70.51
23969,Sri Lanka,1999-01-01,55-74 years,male,70.49
23953,Sri Lanka,1998-01-01,35-54 years,male,70.44
9325,France,2004-01-01,75+ years,male,70.43
6413,Croatia,1998-01-01,55-74 years,male,70.42
14909,Latvia,2004-01-01,55-74 years,male,70.41
3247,Belarus,1994-01-01,75+ years,male,70.4
26223,Ukraine,1999-01-01,75+ years,male,70.38
20492,Republic of Korea,2006-01-01,75+ years,female,70.33
3259,Belarus,1995-01-01,75+ years,male,70.3
26235,Ukraine,2000-01-01,75+ years,male,70.3
15059,Lithuania,1996-01-01,25-34 years,male,70.29
19703,Puerto Rico,1986-01-01,75+ years,male,70.28
4819,Bulgaria,2007-01-01,75+ years,male,70.16
13793,Kazakhstan,1994-01-01,55-74 years,male,70.16
26295,Ukraine,2005-01-01,75+ years,male,70.08
26257,Ukraine,2002-01-01,55-74 years,male,70.0
26247,Ukraine,2001-01-01,75+ years,male,69.8
13955,Kazakhstan,2008-01-01,25-34 years,male,69.8
14971,Latvia,2009-01-01,75+ years,male,69.77
24055,Suriname,1986-01-01,75+ years,male,69.76
23945,Sri Lanka,1997-01-01,55-74 years,male,69.75
15519,Luxembourg,2002-01-01,55-74 years,male,69.72
27483,Uruguay,2008-01-01,75+ years,male,69.7
15259,Lithuania,2012-01-01,75+ years,male,69.66
14935,Latvia,2006-01-01,75+ years,male,69.6
14875,Latvia,2001-01-01,75+ years,male,69.53
27543,Uruguay,2014-01-01,75+ years,male,69.52
6389,Croatia,1996-01-01,55-74 years,male,69.52
15521,Luxembourg,2002-01-01,75+ years,male,69.48
15191,Lithuania,2007-01-01,25-34 years,male,69.47
21919,Saint Vincent and Grenadines,2014-01-01,75+ years,male,69.44
7465,Denmark,1997-01-01,75+ years,male,69.42
20563,Republic of Korea,2012-01-01,55-74 years,male,69.39
19391,Portugal,1987-01-01,75+ years,male,69.36
3323,Belarus,2001-01-01,25-34 years,male,69.35
3415,Belarus,2011-01-01,75+ years,male,69.24
19583,Portugal,2003-01-01,75+ years,male,69.22
21155,Russian Federation,2007-01-01,25-34 years,male,69.01
26269,Ukraine,2003-01-01,55-74 years,male,69.0
23941,Sri Lanka,1997-01-01,35-54 years,male,68.97
21145,Russian Federation,2006-01-01,35-54 years,male,68.94
2167,Austria,2016-01-01,75+ years,male,68.9
4783,Bulgaria,2004-01-01,75+ years,male,68.88
3373,Belarus,2008-01-01,35-54 years,male,68.85
8357,Estonia,1995-01-01,25-34 years,male,68.78
23077,Slovenia,1998-01-01,35-54 years,male,68.7
3275,Belarus,1997-01-01,25-34 years,male,68.69
22373,Seychelles,2013-01-01,55-74 years,male,68.65
27267,Uruguay,1988-01-01,75+ years,male,68.61
8803,Finland,1992-01-01,35-54 years,male,68.56
24301,Suriname,2009-01-01,35-54 years,male,68.54
24067,Suriname,1987-01-01,75+ years,male,68.52
15557,Luxembourg,2005-01-01,75+ years,male,68.35
9817,Germany,1998-01-01,75+ years,male,68.33
3217,Belarus,1992-01-01,35-54 years,male,68.33
24035,Suriname,1985-01-01,25-34 years,male,68.32
20575,Republic of Korea,2013-01-01,55-74 years,male,68.24
11601,Hungary,2010-01-01,55-74 years,male,68.23
22189,Seychelles,1985-01-01,35-54 years,male,68.18
11513,Hungary,2003-01-01,35-54 years,male,68.15
11265,Guyana,2005-01-01,55-74 years,male,68.12
26307,Ukraine,2006-01-01,75+ years,male,68.11
6401,Croatia,1997-01-01,55-74 years,male,68.05
9361,France,2007-01-01,75+ years,male,68.04
21247,Russian Federation,2014-01-01,75+ years,male,67.97
13423,Japan,1989-01-01,75+ years,male,67.95
9349,France,2006-01-01,75+ years,male,67.89
11525,Hungary,2004-01-01,35-54 years,male,67.87
20965,Russian Federation,1991-01-01,35-54 years,male,67.86
14893,Latvia,2003-01-01,35-54 years,male,67.83
9373,France,2008-01-01,75+ years,male,67.8
26331,Ukraine,2008-01-01,75+ years,male,67.72
20953,Russian Federation,1990-01-01,35-54 years,male,67.68
19571,Portugal,2002-01-01,75+ years,male,67.63
13799,Kazakhstan,1995-01-01,25-34 years,male,67.62
15235,Lithuania,2010-01-01,75+ years,male,67.61
20975,Russian Federation,1992-01-01,25-34 years,male,67.59
7429,Denmark,1994-01-01,75+ years,male,67.58
20516,Republic of Korea,2008-01-01,75+ years,female,67.53
6595,Croatia,2013-01-01,75+ years,male,67.38
8815,Finland,1993-01-01,35-54 years,male,67.37
23963,Sri Lanka,1999-01-01,25-34 years,male,67.29
8821,Finland,1993-01-01,75+ years,male,67.27
3631,Belgium,2000-01-01,75+ years,male,67.19
21223,Russian Federation,2012-01-01,75+ years,male,67.18
26379,Ukraine,2012-01-01,75+ years,male,67.18
3377,Belarus,2008-01-01,55-74 years,male,67.17
13967,Kazakhstan,2009-01-01,25-34 years,male,67.1
26253,Ukraine,2002-01-01,35-54 years,male,66.99
13789,Kazakhstan,1994-01-01,35-54 years,male,66.92
9409,France,2011-01-01,75+ years,male,66.9
22579,Singapore,1999-01-01,75+ years,male,66.88
20957,Russian Federation,1990-01-01,55-74 years,male,66.83
20385,Republic of Korea,1997-01-01,75+ years,male,66.8
23921,Sri Lanka,1986-01-01,55-74 years,male,66.75
1357,Aruba,2006-01-01,25-34 years,male,66.73
20941,Russian Federation,1989-01-01,35-54 years,male,66.62
20945,Russian Federation,1989-01-01,55-74 years,male,66.6
11537,Hungary,2005-01-01,35-54 years,male,66.54
13823,Kazakhstan,1997-01-01,25-34 years,male,66.52
11199,Guyana,1999-01-01,25-34 years,male,66.5
26283,Ukraine,2004-01-01,75+ years,male,66.49
9385,France,2009-01-01,75+ years,male,66.39
20969,Russian Federation,1991-01-01,55-74 years,male,66.36
26343,Ukraine,2009-01-01,75+ years,male,66.33
8789,Finland,1991-01-01,25-34 years,male,66.32
8779,Finland,1990-01-01,35-54 years,male,66.3
19379,Portugal,1986-01-01,75+ years,male,66.24
22567,Singapore,1998-01-01,75+ years,male,66.23
20111,Qatar,2006-01-01,75+ years,male,66.18
26391,Ukraine,2014-01-01,75+ years,male,66.15
19631,Portugal,2010-01-01,75+ years,male,66.12
23065,Slovenia,1997-01-01,35-54 years,male,66.09
11505,Hungary,2002-01-01,55-74 years,male,65.99
26265,Ukraine,2003-01-01,35-54 years,male,65.99
8791,Finland,1991-01-01,35-54 years,male,65.93
21235,Russian Federation,2013-01-01,75+ years,male,65.93
8881,Finland,1998-01-01,75+ years,male,65.89
13951,Kazakhstan,2007-01-01,75+ years,male,65.87
13945,Kazakhstan,2007-01-01,35-54 years,male,65.86
8801,Finland,1992-01-01,25-34 years,male,65.85
11493,Hungary,2001-01-01,55-74 years,male,65.84
15449,Luxembourg,1996-01-01,75+ years,male,65.79
15365,Luxembourg,1989-01-01,75+ years,male,65.79
20552,Republic of Korea,2011-01-01,75+ years,female,65.7
15533,Luxembourg,2003-01-01,75+ years,male,65.7
13781,Kazakhstan,1993-01-01,55-74 years,male,65.65
8761,Finland,1988-01-01,75+ years,male,65.61
24347,Suriname,2013-01-01,25-34 years,male,65.61
23993,Sri Lanka,2001-01-01,55-74 years,male,65.46
1315,Aruba,2002-01-01,55-74 years,male,65.4
11410,Hungary,1994-01-01,75+ years,female,65.37
11241,Guyana,2003-01-01,55-74 years,male,65.32
15239,Lithuania,2011-01-01,25-34 years,male,65.28
21149,Russian Federation,2006-01-01,55-74 years,male,65.27
9421,France,2012-01-01,75+ years,male,65.24
23977,Sri Lanka,2000-01-01,35-54 years,male,65.23
8755,Finland,1988-01-01,35-54 years,male,65.23
11331,Guyana,2011-01-01,25-34 years,male,65.2
23909,Sri Lanka,1985-01-01,55-74 years,male,65.15
8521,Estonia,2008-01-01,75+ years,male,65.12
9397,France,2010-01-01,75+ years,male,65.04
22470,Singapore,1990-01-01,75+ years,female,64.97
3385,Belarus,2009-01-01,35-54 years,male,64.95
8381,Estonia,1997-01-01,25-34 years,male,64.83
21157,Russian Federation,2007-01-01,35-54 years,male,64.76
8569,Estonia,2012-01-01,75+ years,male,64.74
13921,Kazakhstan,2005-01-01,35-54 years,male,64.69
23951,Sri Lanka,1998-01-01,25-34 years,male,64.55
15019,Latvia,2013-01-01,75+ years,male,64.54
23153,Slovenia,2004-01-01,55-74 years,male,64.36
15263,Lithuania,2013-01-01,25-34 years,male,64.36
26145,Ukraine,1993-01-01,35-54 years,male,64.35
15043,Latvia,2015-01-01,75+ years,male,64.34
3361,Belarus,2007-01-01,35-54 years,male,64.31
3343,Belarus,2002-01-01,75+ years,male,64.3
8809,Finland,1992-01-01,75+ years,male,64.29
14897,Latvia,2003-01-01,55-74 years,male,64.19
3397,Belarus,2010-01-01,35-54 years,male,64.19
3389,Belarus,2009-01-01,55-74 years,male,64.15
3895,Belize,1994-01-01,75+ years,male,64.14
8777,Finland,1990-01-01,25-34 years,male,64.14
14905,Latvia,2004-01-01,35-54 years,male,64.11
22483,Singapore,1991-01-01,75+ years,male,64.0
13933,Kazakhstan,2006-01-01,35-54 years,male,63.96
26367,Ukraine,2011-01-01,75+ years,male,63.96
26277,Ukraine,2004-01-01,35-54 years,male,63.92
3251,Belarus,1995-01-01,25-34 years,male,63.86
14807,Latvia,1996-01-01,25-34 years,male,63.84
13831,Kazakhstan,1997-01-01,75+ years,male,63.78
11589,Hungary,2009-01-01,55-74 years,male,63.67
7441,Denmark,1995-01-01,75+ years,male,63.67
24283,Suriname,2007-01-01,75+ years,male,63.59
21179,Russian Federation,2009-01-01,25-34 years,male,63.59
13987,Kazakhstan,2010-01-01,75+ years,male,63.5
8447,Estonia,2002-01-01,55-74 years,male,63.49
13835,Kazakhstan,1998-01-01,25-34 years,male,63.44
13847,Kazakhstan,1999-01-01,25-34 years,male,63.36
8443,Estonia,2002-01-01,35-54 years,male,63.35
24017,Sri Lanka,2003-01-01,55-74 years,male,63.32
11361,Guyana,2013-01-01,55-74 years,male,63.32
8455,Estonia,2003-01-01,35-54 years,male,63.25
26149,Ukraine,1993-01-01,55-74 years,male,63.15
11613,Hungary,2011-01-01,55-74 years,male,63.08
11434,Hungary,1996-01-01,75+ years,female,63.02
611,Argentina,1986-01-01,75+ years,male,63.01
3643,Belgium,2001-01-01,75+ years,male,62.94
13435,Japan,1990-01-01,75+ years,male,62.94
14957,Latvia,2008-01-01,55-74 years,male,62.9
19595,Portugal,2007-01-01,75+ years,male,62.88
8827,Finland,1994-01-01,35-54 years,male,62.87
13771,Kazakhstan,1992-01-01,75+ years,male,62.87
8839,Finland,1995-01-01,35-54 years,male,62.8
3967,Belize,2000-01-01,75+ years,male,62.77
13777,Kazakhstan,1993-01-01,35-54 years,male,62.76
